,Location,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
3994,"Richmond, Henrico (23229)",37.593546,-77.56271,Havana Connection,37.60244582493598,-77.5593995568118,Smoke Shop
3995,"Richmond, Henrico (23229)",37.593546,-77.56271,Westbury Pharmacy,37.60349996789178,-77.56065908291174,Pharmacy
3996,"Richmond, Henrico (23229)",37.593546,-77.56271,Chick-fil-A,37.6019762,-77.568311,Fried Chicken Joint
3997,"Richmond, Henrico (23229)",37.593546,-77.56271,The Tin Pan,37.60585462706919,-77.5702475616943,Music Venue
3998,"Richmond, Henrico (23229)",37.593546,-77.56271,Angela's Ristorante,37.582315891258226,-77.5544390336147,Italian Restaurant
3999,"Richmond, Henrico (23229)",37.593546,-77.56271,Victoria's Secret PINK,37.601324912671195,-77.56778891628774,Lingerie Store
4000,"Richmond, Henrico (23229)",37.593546,-77.56271,Mod Pizza,37.60283,-77.566928,Pizza Place
4001,"Richmond, Henrico (23229)",37.593546,-77.56271,Panera Bread,37.6031684,-77.5633773,Bakery
4002,"Richmond, Henrico (23229)",37.593546,-77.56271,Kuba Kuba Dos,37.58116935233681,-77.55463242108358,Cuban Restaurant
4003,"Richmond, Henrico (23229)",37.593546,-77.56271,Victoria's Secret,37.601148,-77.567979,Lingerie Store
4004,"Richmond, Henrico (23229)",37.593546,-77.56271,Royal Nails,37.60385506175042,-77.56313927978078,Cosmetics Shop
4005,"Richmond, Henrico (23229)",37.593546,-77.56271,Bernie's Sub & Pizza Shop,37.581654357080055,-77.55466639321187,Pizza Place
4006,"Richmond, Henrico (23229)",37.593546,-77.56271,Chipotle Mexican Grill,37.6029631,-77.5668176,Mexican Restaurant
4007,"Richmond, Henrico (23229)",37.593546,-77.56271,YMCA,37.594183826052266,-77.58051535350074,Gym
4008,"Richmond, Henrico (23229)",37.593546,-77.56271,Melito's Restaurant,37.60244838101381,-77.55990886803569,Hot Dog Joint
4009,"Richmond, Henrico (23229)",37.593546,-77.56271,A. C. Moore,37.595144624231004,-77.56498782604214,Arts & Crafts Store
4010,"Richmond, Henrico (23229)",37.593546,-77.56271,Godiva Chocolatier,37.6019030396497,-77.56758115147707,Chocolate Shop
4011,"Richmond, Henrico (23229)",37.593546,-77.56271,sweetFrog Premium Frozen Yogurt,37.604623059212194,-77.56332191433475,Dessert Shop
4012,"Richmond, Henrico (23229)",37.593546,-77.56271,Tokyo Joe,37.594722930957545,-77.57311732958573,Sushi Restaurant
4013,"Atlantic, Accomack (23303)",37.892445,-75.51107,Wolfs Sandwich Shop,37.90337568430398,-75.50481686770149,American Restaurant
4014,"Atlantic, Accomack (23303)",37.892445,-75.51107,United States Postal Service,37.90344607463357,-75.50417706370354,Post Office
4015,"Atlantic, Accomack (23303)",37.892445,-75.51107,United States Postal Service,37.87992838610728,-75.51890011132173,Post Office
4016,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Voila Pastry and Cafe,38.789836,-77.077063,Bakery
4017,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Balkan Grill,38.789990296024506,-77.07687469955215,Eastern European Restaurant
4018,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Bob and Edith's Diner,38.789388020790106,-77.07686433714902,Diner
4019,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Viet House,38.783034347764925,-77.07721753150746,Vietnamese Restaurant
4020,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Pilar's Restaurant,38.794015692353796,-77.07087349148546,South American Restaurant
4021,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Color Nails,38.78303224024739,-77.07719229434002,Nail Salon
4022,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Five Guys,38.783710364226046,-77.07352069386579,Burger Joint
4023,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Krispy Kreme Doughnuts,38.77888943971872,-77.08044836135957,Donut Shop
4024,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Planet Fitness,38.7895163,-77.0657301,Gym / Fitness Center
4025,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Tippy's Taco House,38.789870177047895,-77.07652748391087,Taco Place
4026,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Cafe Old Town,38.801197913093795,-77.06660868106644,Café
4027,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Panda Express,38.78097001425891,-77.07748027577298,Chinese Restaurant
4028,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Ken's Asian Bistro,38.79623025144566,-77.07390878598541,Japanese Restaurant
4029,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Capital MMA & Elite Fitness,38.78037643261805,-77.0764930441461,Martial Arts School
4030,"Alexandria, Fairfax (22303)",38.792863,-77.07964,El Pollo Ranchero,38.77981422544353,-77.07987277478604,South American Restaurant
4031,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Starbucks,38.80170931,-77.07201101,Coffee Shop
4032,"Alexandria, Fairfax (22303)",38.792863,-77.07964,AMC Hoffman Center 22,38.80229766919658,-77.07090264746196,Movie Theater
4033,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Cold Stone Creamery,38.802034,-77.07172,Ice Cream Shop
4034,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Top Coat,38.80096543431703,-77.06795048264125,Spa
4035,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Sweet Fire Donna's Barbecue and Hops,38.8021198959456,-77.06168353218067,BBQ Joint
4036,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Pasara Thai,38.80370787259005,-77.06448042038446,Thai Restaurant
4037,"Alexandria, Fairfax (22303)",38.792863,-77.07964,7-Eleven,38.7941342382695,-77.0714762806892,Convenience Store
4038,"Alexandria, Fairfax (22303)",38.792863,-77.07964,sweetFrog,38.78120743353479,-77.07762713837593,Frozen Yogurt Shop
4039,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Wingstop,38.779385,-77.07998,Wings Joint
4040,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Smoking Kow BBQ,38.80796310952525,-77.08682867822496,BBQ Joint
4041,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Sarku Japan,38.78089998874818,-77.07841629606659,Japanese Restaurant
4042,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Borinquen Lunch Box,38.80201219854831,-77.06808544984563,Food Truck
4043,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Delia's Alexandria,38.80211689097404,-77.07136127638447,Mediterranean Restaurant
4044,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Panera Bread,38.8037099,-77.0632719,Bakery
4045,"Alexandria, Fairfax (22303)",38.792863,-77.07964,Rocklands Barbeque and Grilling Company,38.807008443596835,-77.0876622645717,BBQ Joint
4046,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,Dollar General,37.342071000000004,-77.979772,Discount Store
4047,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,United States Postal Service,37.341478,-77.979337,Post Office
4048,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,XFINITY Store by Comcast,37.331095480971214,-77.97170877456665,Business Service
4049,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,Namaws Country Diner,37.346901,-77.975364,Food
4050,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,Amelia Golf and Country Club,37.351962,-77.968805,Golf Course
4051,"Amelia Court House, Amelia (23002)",37.338511,-77.95893,Hatchers Catering,37.342781,-77.98084,Restaurant
4052,"Ruckersville, Greene (22968)",38.233717,-78.41009,K&K Electronic Recycling LLC,38.234258000000004,-78.425661,Electronics Store
4053,"Ruckersville, Greene (22968)",38.233717,-78.41009,ocean county fair,38.241947174072266,-78.39482879638672,Food Truck
4054,"Danville, Danville City (24541)",36.581085,-79.45027,Chick-fil-A,36.5820665,-79.4288811,Fast Food Restaurant
4055,"Danville, Danville City (24541)",36.581085,-79.45027,Brown Bean Gourmet Coffee & Cafe,36.577740000000006,-79.429767,Coffee Shop
4056,"Danville, Danville City (24541)",36.581085,-79.45027,Frank's Italian Restaurant,36.57525280540621,-79.43274087377962,Italian Restaurant
4057,"Danville, Danville City (24541)",36.581085,-79.45027,El Vallarta,36.58770238660125,-79.4311244674374,Mexican Restaurant
4058,"Danville, Danville City (24541)",36.581085,-79.45027,Danville Stadium Cinemas 12,36.581490708851646,-79.4301726000622,Multiplex
4059,"Danville, Danville City (24541)",36.581085,-79.45027,Sam's Club,36.58596099871876,-79.43075445264262,Warehouse Store
4060,"Danville, Danville City (24541)",36.581085,-79.45027,Food Lion Grocery Store,36.587335521000334,-79.43437440282575,Supermarket
4061,"Danville, Danville City (24541)",36.581085,-79.45027,Goodwill,36.58798332984519,-79.43264045295932,Thrift / Vintage Store
4062,"Danville, Danville City (24541)",36.581085,-79.45027,The Hideaway Cafe,36.589278,-79.448714,Burger Joint
4063,"Danville, Danville City (24541)",36.581085,-79.45027,KWIK SHOP,36.59065,-79.457051,Convenience Store
4064,"Danville, Danville City (24541)",36.581085,-79.45027,Dan View Restaurant,36.582857966423035,-79.43569600582123,American Restaurant
4065,"Danville, Danville City (24541)",36.581085,-79.45027,Danview Restaurant,36.582985,-79.435677,Southern / Soul Food Restaurant
4066,"Danville, Danville City (24541)",36.581085,-79.45027,Chuck's Meat And Deli,36.59297561645508,-79.46240997314453,Convenience Store
4067,"Danville, Danville City (24541)",36.581085,-79.45027,Thunder Road Harley-Davidson,36.592984,-79.462582,Motorcycle Shop
4068,"Danville, Danville City (24541)",36.581085,-79.45027,Sam's Club Pharmacy,36.586096,-79.430653,Pharmacy
4069,"Aylett, King William (23009)",37.790757,-77.17553,Cutco Cutlery Sales,37.786887,-77.170931,Food
4070,"Markham, Fauquier (22643)",38.905106,-77.98948,Stribling Orchard,38.901983820678424,-77.99933814474034,Winery
4071,"Markham, Fauquier (22643)",38.905106,-77.98948,Chateau O'Brien at Northpoint,38.90359830031989,-77.9970200720448,Winery
4072,"Markham, Fauquier (22643)",38.905106,-77.98948,Hartland Farm,38.90947477370141,-78.00950188859309,Farm
4073,"Markham, Fauquier (22643)",38.905106,-77.98948,Smithsonian Conservation Biology Institute,38.90943690018895,-77.98126209791471,Zoo
4074,"Markham, Fauquier (22643)",38.905106,-77.98948,Appalacian trail Rte 725,38.907052106064505,-78.0003867931619,Trail
4075,"Markham, Fauquier (22643)",38.905106,-77.98948,Massanutten Resort,38.90719999103105,-78.0045346754494,Resort
4076,"Mathews, Mathews (23109)",37.43704,-76.30724,Richardson's Cafe,37.43385983386764,-76.32102766382889,American Restaurant
4077,"Mathews, Mathews (23109)",37.43704,-76.30724,Dollar General,37.43660067014385,-76.3190007030943,Discount Store
4078,"Mathews, Mathews (23109)",37.43704,-76.30724,White Dog Inn,37.434195,-76.322032,American Restaurant
4079,"Mathews, Mathews (23109)",37.43704,-76.30724,Southwind Pizza,37.43383075466625,-76.3219319952518,Café
4080,"Mathews, Mathews (23109)",37.43704,-76.30724,SUBWAY,37.436643,-76.319596,Sandwich Place
4081,"Mathews, Mathews (23109)",37.43704,-76.30724,Mi Casa Azteca Mexican Restaurant & Cantina,37.43306297594932,-76.3213353970458,Mexican Restaurant
4082,"Mathews, Mathews (23109)",37.43704,-76.30724,Hardee's,37.43676088773324,-76.32018107849797,Fast Food Restaurant
4083,"Mathews, Mathews (23109)",37.43704,-76.30724,Food Lion Grocery Store,37.43445868457965,-76.32029532428147,Supermarket
4084,"Mathews, Mathews (23109)",37.43704,-76.30724,Virginia ABC Store,37.436312,-76.319547,Liquor Store
4085,"Mathews, Mathews (23109)",37.43704,-76.30724,Chesapeake Bank - Mathews,37.4377308,-76.3213114,Bank
4086,"Mathews, Mathews (23109)",37.43704,-76.30724,Mathews Grill And Deli,37.43288040161133,-76.32144165039062,Pizza Place
4087,"Mathews, Mathews (23109)",37.43704,-76.30724,Mathews Family YMCA,37.439300537109375,-76.32331085205078,Gym / Fitness Center
4088,"Mathews, Mathews (23109)",37.43704,-76.30724,United States Postal Service,37.44308646947176,-76.28981485962873,Post Office
4089,"Mathews, Mathews (23109)",37.43704,-76.30724,Linda's Diner,37.447194,-76.322165,Diner
4090,"Kilmarnock, Lancaster (22482)",37.733327,-76.34389,The Waterhouse,37.730985516666664,-76.33697065,Resort
4091,"Kilmarnock, Lancaster (22482)",37.733327,-76.34389,KC's Crabs & Cues,37.73941761118252,-76.36316877462177,Seafood Restaurant
4092,"Kilmarnock, Lancaster (22482)",37.733327,-76.34389,Dividing Creek,37.74303839081808,-76.32601154220076,Harbor / Marina
4093,"Kilmarnock, Lancaster (22482)",37.733327,-76.34389,Mast Builders Inc,37.7200813293457,-76.35877227783203,Furniture / Home Store
4094,"Jamaica, Middlesex (23079)",37.748645,-76.66735,Bayport Boy Scout Reservation,37.753371,-76.675628,Campground
4095,"Jamaica, Middlesex (23079)",37.748645,-76.66735,Russian Gormet,37.737335205078125,-76.66950988769531,Grocery Store
4096,"Jamaica, Middlesex (23079)",37.748645,-76.66735,The Ship Store,37.75079813572914,-76.68385297394855,Outdoor Supply Store
4097,"Jamaica, Middlesex (23079)",37.748645,-76.66735,Birdsong Bldg,37.75015825145897,-76.68407288100425,Campground
4098,"Jetersville, Amelia (23083)",37.303726,-78.11349,Travis's Bowflex,37.298094,-78.126946,Gym
4099,"Suffolk, Suffolk City (23437)",36.642645,-76.82272,Dark Road In Virginia,36.65309990029913,-76.83430349176369,Dog Run
4100,"Newport News, Newport News City (23606)",37.078196,-76.49446,iLoveKickboxing- Newport News,37.0695525,-76.4946184,Gym / Fitness Center
4101,"Newport News, Newport News City (23606)",37.078196,-76.49446,Chick-fil-A,37.0697592,-76.4937042,Fast Food Restaurant
4102,"Newport News, Newport News City (23606)",37.078196,-76.49446,The Brickhouse Tavern,37.08380449019221,-76.48869000052154,Pizza Place
4103,"Newport News, Newport News City (23606)",37.078196,-76.49446,Asian Grill,37.07148709774773,-76.49304974801171,Asian Restaurant
4104,"Newport News, Newport News City (23606)",37.078196,-76.49446,Schlesinger's Chop House,37.08342492074838,-76.48741033239054,Steakhouse
4105,"Newport News, Newport News City (23606)",37.078196,-76.49446,Nail Luv,37.07022004963217,-76.49467204058274,Spa
4106,"Newport News, Newport News City (23606)",37.078196,-76.49446,Discover Teas,37.08342682610309,-76.48784972283268,Tea Room
4107,"Newport News, Newport News City (23606)",37.078196,-76.49446,Warwick Cheese Shoppe,37.07070401881871,-76.49423514327958,Cheese Shop
4108,"Newport News, Newport News City (23606)",37.078196,-76.49446,Fin Seafood,37.08431170011213,-76.48772233062164,Seafood Restaurant
4109,"Newport News, Newport News City (23606)",37.078196,-76.49446,Byrd's Restaurant,37.069982206475004,-76.49462188024775,Restaurant
4110,"Newport News, Newport News City (23606)",37.078196,-76.49446,Thaijindesu,37.08336389461545,-76.4879912714038,Thai Restaurant
4111,"Newport News, Newport News City (23606)",37.078196,-76.49446,Schooner's Bar and Grill,37.08169759294152,-76.4981125854654,New American Restaurant
4112,"Newport News, Newport News City (23606)",37.078196,-76.49446,Viking Burger,37.089719,-76.485762,Burger Joint
4113,"Newport News, Newport News City (23606)",37.078196,-76.49446,Harris Teeter,37.06849649911895,-76.49190638220132,Supermarket
4114,"Newport News, Newport News City (23606)",37.078196,-76.49446,Yannas' Taverna,37.088694,-76.502211,Greek Restaurant
4115,"Newport News, Newport News City (23606)",37.078196,-76.49446,Virginia Living Museum,37.0700272857818,-76.47971660856717,Museum
4116,"Newport News, Newport News City (23606)",37.078196,-76.49446,Dean & Don's Farm Market,37.083559703353615,-76.4985620200733,Farmers Market
4117,"Newport News, Newport News City (23606)",37.078196,-76.49446,Sushi King,37.08944757239894,-76.48531102891961,Sushi Restaurant
4118,"Newport News, Newport News City (23606)",37.078196,-76.49446,Tradition Brewing Company,37.0846,-76.477037,Brewery
4119,"Newport News, Newport News City (23606)",37.078196,-76.49446,Aago Indian & Nepalese Cuisine,37.082005,-76.480914,Indian Restaurant
4120,"Newport News, Newport News City (23606)",37.078196,-76.49446,Al Fresco Italian Restaurant,37.079403988455624,-76.47737359794148,Italian Restaurant
4121,"Newport News, Newport News City (23606)",37.078196,-76.49446,Starbucks,37.068174,-76.491573,Coffee Shop
4122,"Newport News, Newport News City (23606)",37.078196,-76.49446,Nawab Indian Cuisine,37.08016327837105,-76.47676219789076,Indian Restaurant
4123,"Newport News, Newport News City (23606)",37.078196,-76.49446,Moe's Southwest Grill,37.06556411708635,-76.49113517757185,Mexican Restaurant
4124,"Newport News, Newport News City (23606)",37.078196,-76.49446,Los Paisas Locos,37.07950082642725,-76.47700214490413,Mexican Restaurant
4125,"Newport News, Newport News City (23606)",37.078196,-76.49446,Chipotle Mexican Grill,37.0671647,-76.491614,Mexican Restaurant
4126,"Newport News, Newport News City (23606)",37.078196,-76.49446,Pho 83,37.0815826366398,-76.47773630901143,Vietnamese Restaurant
4127,"Newport News, Newport News City (23606)",37.078196,-76.49446,Family Dollar,37.07066132473351,-76.49406125554691,Discount Store
4128,"Newport News, Newport News City (23606)",37.078196,-76.49446,Azzurri Italian Restaurant,37.06921163629248,-76.49450131273876,Italian Restaurant
4129,"Newport News, Newport News City (23606)",37.078196,-76.49446,Ferguson Center for the Arts,37.06203405071283,-76.48969609575228,Performing Arts Venue
4130,"Lignum, Culpeper (22726)",38.411845,-77.82208,United States Postal Service,38.416134,-77.826613,Post Office
4131,"Lignum, Culpeper (22726)",38.411845,-77.82208,Old Lignum Store,38.41667258525806,-77.82816533770134,Antique Shop
4132,"Crozier, Goochland (23039)",37.643406,-77.80709,United States Postal Service,37.6370267,-77.7969829,Post Office
4133,"Crozier, Goochland (23039)",37.643406,-77.80709,Sandor,37.6409912109375,-77.81407165527344,Arts & Crafts Store
4134,"Crozier, Goochland (23039)",37.643406,-77.80709,The North Pole,37.636943,-77.799634,American Restaurant
4135,"Crozier, Goochland (23039)",37.643406,-77.80709,Taylor's Country Market,37.636891999999996,-77.797309,Convenience Store
4136,"Crozier, Goochland (23039)",37.643406,-77.80709,Wolf Creek,37.65371474337562,-77.82292329045673,River
4137,"Gordonsville, Orange (22942)",38.125214,-78.197,BBQ Exchange,38.13257725025981,-78.18666150886622,BBQ Joint
4138,"Gordonsville, Orange (22942)",38.125214,-78.197,Exchange Hotel Civil War Museum,38.132647,-78.185688,History Museum
4139,"Gordonsville, Orange (22942)",38.125214,-78.197,Gordonsville Antique and Flea Market,38.126394,-78.186339,Antique Shop
4140,"Gordonsville, Orange (22942)",38.125214,-78.197,Subway,38.139938287129205,-78.19488575330354,Sandwich Place
4141,"Gordonsville, Orange (22942)",38.125214,-78.197,Family Dollar,38.139777,-78.19513,Discount Store
4142,"Gordonsville, Orange (22942)",38.125214,-78.197,Hardee's,38.14230425231197,-78.19015288734869,Fast Food Restaurant
4143,"Gordonsville, Orange (22942)",38.125214,-78.197,Food Lion Grocery Store,38.13948115870234,-78.19476258015446,Supermarket
4144,"Gordonsville, Orange (22942)",38.125214,-78.197,Krecek Kakes,38.13545,-78.18734,Bakery
4145,"Gordonsville, Orange (22942)",38.125214,-78.197,China,38.139777,-78.19513,Chinese Restaurant
4146,"Gordonsville, Orange (22942)",38.125214,-78.197,Fabio's Pizza,38.139777,-78.19513,Italian Restaurant
4147,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Dogfish Head Alehouse,38.86753782672457,-77.15157679297097,Bar
4148,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Padaek,38.867355770805,-77.15061576397541,Thai Restaurant
4149,"Falls Church, Fairfax (22044)",38.859645,-77.15328,myLocal HomeBrew Shop (myLHBS),38.86567513869388,-77.15194200236475,Beer Store
4150,"Falls Church, Fairfax (22044)",38.859645,-77.15328,"iLoveKickboxing - Falls Church, VA",38.8690814,-77.14586489999999,Gym
4151,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Hong Kong Palace,38.867238562160935,-77.15084749984234,Chinese Restaurant
4152,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Bawadi Mediterranean Grill,38.871159800632746,-77.15452472688393,Lebanese Restaurant
4153,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Peking Gourmet Inn,38.8554095219531,-77.13962315951338,Chinese Restaurant
4154,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Chick-fil-A,38.8686548,-77.1441781,Fast Food Restaurant
4155,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Popeyes Louisiana Kitchen,38.86882285160575,-77.14570158854859,Fried Chicken Joint
4156,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Tiffany's Bakery,38.8671627369232,-77.1508291512353,Bakery
4157,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Starbucks,38.86963466,-77.15177538,Coffee Shop
4158,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Taco Ssam,38.854993889781234,-77.13882449087428,Taco Place
4159,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Five Guys,38.8687664,-77.1454082,Burger Joint
4160,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Quickway Japanese Hibachi,38.869031809270034,-77.14517674231172,Japanese Restaurant
4161,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Guitar Center,38.8720088,-77.1523365,Music Store
4162,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Old Virginia Tobacco Company,38.86730790314406,-77.1505028662809,Smoke Shop
4163,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Eden Center,38.873561019134556,-77.15415000915527,Shopping Mall
4164,"Falls Church, Fairfax (22044)",38.859645,-77.15328,TeaDM Lounge,38.87395794649558,-77.15464044713025,Bubble Tea Shop
4165,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Chipotle Mexican Grill,38.8704999,-77.1530541,Mexican Restaurant
4166,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Hai Duong Restaurant,38.8729415546377,-77.15441239872753,Vietnamese Restaurant
4167,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Rice Paper,38.87390115316915,-77.15478898517921,Vietnamese Restaurant
4168,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Hong Kong Pearl Seafood Restaurant,38.872095211145904,-77.1531792045097,Chinese Restaurant
4169,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Nhu Lan Sandwich,38.87409139289025,-77.15454912313068,Vietnamese Restaurant
4170,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Fairfax Inn Restaurant,38.871046904465565,-77.1572993378511,Filipino Restaurant
4171,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Good Fortune Supermarket,38.87417921700684,-77.153393493488,Grocery Store
4172,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Thanh Son Tofu,38.8734886042501,-77.15461489640948,Vietnamese Restaurant
4173,"Falls Church, Fairfax (22044)",38.859645,-77.15328,PetSmart,38.8686944,-77.1430144,Pet Store
4174,"Falls Church, Fairfax (22044)",38.859645,-77.15328,SweetFrog,38.86996089220288,-77.14537650346756,Ice Cream Shop
4175,"Falls Church, Fairfax (22044)",38.859645,-77.15328,24 Hour Fitness,38.874161664859734,-77.15877037079814,Gym / Fitness Center
4176,"Falls Church, Fairfax (22044)",38.859645,-77.15328,Tropical Smoothie Cafe,38.868809932620586,-77.14391563694795,Restaurant
4177,"Petersburg, Petersburg City (23805)",37.174217,-77.39008,Country Club Of Petersburg,37.17038841690322,-77.39547990310987,Golf Course
4178,"Petersburg, Petersburg City (23805)",37.174217,-77.39008,Petersburg Sports Complex,37.181734999999996,-77.39596999999999,Baseball Field
4179,"Petersburg, Petersburg City (23805)",37.174217,-77.39008,Dogwood Trace Golf Course,37.18902679761153,-77.3974025879274,Golf Course
4180,"Petersburg, Petersburg City (23805)",37.174217,-77.39008,Battlefield Park Swim and Racquet Club,37.19043,-77.397198,Pool
4181,"Sterling, Loudoun (20165)",39.044855,-77.38701,Potomack Lakes Sportsplex,39.04656531508705,-77.38153854871383,Baseball Field
4182,"Sterling, Loudoun (20165)",39.044855,-77.38701,Algonkian Regional Park,39.059134572805604,-77.38554645716852,Park
4183,"Sterling, Loudoun (20165)",39.044855,-77.38701,The Don's Wood Fired Pizza,39.03445204844051,-77.39793332288035,Pizza Place
4184,"Sterling, Loudoun (20165)",39.044855,-77.38701,Tbreak Pho and Boba,39.02905784457856,-77.38933129615728,Soup Place
4185,"Sterling, Loudoun (20165)",39.044855,-77.38701,Starbucks,39.035293,-77.397825,Coffee Shop
4186,"Sterling, Loudoun (20165)",39.044855,-77.38701,Robeks Fresh Juices & Smoothies,39.034638,-77.397692,Smoothie Shop
4187,"Sterling, Loudoun (20165)",39.044855,-77.38701,The Bungalow Lakehouse,39.03308782666467,-77.40386250506086,Sports Bar
4188,"Sterling, Loudoun (20165)",39.044855,-77.38701,Georgetown Cupcakes,39.03555610694893,-77.38623038992154,Cupcake Shop
4189,"Sterling, Loudoun (20165)",39.044855,-77.38701,Noodles & Company,39.03407150545595,-77.39756836557717,Noodle House
4190,"Sterling, Loudoun (20165)",39.044855,-77.38701,Mist Lounge & Hookah,39.03357536404831,-77.40453401366429,Hookah Bar
4191,"Sterling, Loudoun (20165)",39.044855,-77.38701,Farmer's Market - Cascades,39.031699308109,-77.39530052570133,Farmers Market
4192,"Sterling, Loudoun (20165)",39.044855,-77.38701,Hampton Inn by Hilton,39.02980541180991,-77.39748026256564,Hotel
4193,"Sterling, Loudoun (20165)",39.044855,-77.38701,Kohl's,39.0278,-77.38895,Department Store
4194,"Sterling, Loudoun (20165)",39.044855,-77.38701,Giant,39.0343228,-77.3955904,Grocery Store
4195,"Sterling, Loudoun (20165)",39.044855,-77.38701,7-Eleven,39.038705,-77.381001,Convenience Store
4196,"Sterling, Loudoun (20165)",39.044855,-77.38701,Volcano Island Water Park,39.06053480178829,-77.38850079345232,Pool
4197,"Sterling, Loudoun (20165)",39.044855,-77.38701,Unleashed by Petco,39.03521905052243,-77.39645622367195,Pet Store
4198,"Sterling, Loudoun (20165)",39.044855,-77.38701,GNC,39.0342903137207,-77.39563751220703,Supplement Shop
4199,"Sterling, Loudoun (20165)",39.044855,-77.38701,7-Eleven,39.0502728,-77.3790547,Convenience Store
4200,"Sterling, Loudoun (20165)",39.044855,-77.38701,Señor Tequila's,39.034259854820945,-77.39776938132549,Mexican Restaurant
4201,"Sterling, Loudoun (20165)",39.044855,-77.38701,Pizza Hut,39.038217578008194,-77.38060355186462,Pizza Place
4202,"Sterling, Loudoun (20165)",39.044855,-77.38701,Redbox,39.034911,-77.397725,Video Store
4203,"Sterling, Loudoun (20165)",39.044855,-77.38701,Capital One Bank,39.035242,-77.397346,Bank
4204,"Sterling, Loudoun (20165)",39.044855,-77.38701,The Home Depot,39.033194463054,-77.39920735359192,Hardware Store
4205,"Sterling, Loudoun (20165)",39.044855,-77.38701,Captain Mas Crab House,39.03220325655538,-77.39807391979335,Seafood Restaurant
4206,"Sterling, Loudoun (20165)",39.044855,-77.38701,Shell,39.050269300422215,-77.37929492237208,Gas Station
4207,"Sterling, Loudoun (20165)",39.044855,-77.38701,7-Eleven,39.0289836,-77.3891021,Convenience Store
4208,"Sterling, Loudoun (20165)",39.044855,-77.38701,Gold's Gym,39.0344549,-77.39948,Gym
4209,"Sterling, Loudoun (20165)",39.044855,-77.38701,Pier 1 Imports,39.03329923074925,-77.39606631936113,Furniture / Home Store
4210,"Sterling, Loudoun (20165)",39.044855,-77.38701,China Gourmet Inn,39.04029595095587,-77.36727318297774,Chinese Restaurant
4211,"Rockbridge Baths, Rockbridge (24473)",37.912977,-79.39906,United States Postal Service,37.90009469579908,-79.40905898809433,Post Office
4212,"Urbanna, Middlesex (23175)",37.648536,-76.59872,Bethpage Camp-Resort,37.650548193611485,-76.58761382102966,Campground
4213,"Urbanna, Middlesex (23175)",37.648536,-76.59872,Our Campsite On Sasafrass,37.647157,-76.591412,Campground
